VPVS_RATIO,P_IMPEDANCE,PHI
1.8306,12322248.0,0.1075
1.8253,12427767.0,0.109
1.8202,12551890.0,0.1105
1.8165,12642760.0,0.1116
1.8105,12850901.0,0.1103
1.8004,13166218.0,0.1082
1.7993,13194029.0,0.1075
1.7917,13376899.0,0.1031
1.777,13673807.0,0.0946
1.778,13881413.0,0.0853
1.778,13890227.0,0.0849
1.7799,14203150.0,0.069
1.7816,14309578.0,0.0605
1.7830000000000001,14367386.0,0.0539
1.7845,14431470.0,0.0465
1.7782,14495223.0,0.0443
1.7678,14536083.0,0.0407
1.7676,14536922.0,0.0406
1.7688,14568726.0,0.0396
1.7707,14606570.0,0.038
1.7784,14435871.0,0.0389
1.7804,14391694.0,0.0391
1.7959,14104564.0,0.0408
1.7902,13718733.0,0.0443
1.7869,13518880.0,0.0465
1.7815,13200225.0,0.0501
1.7783,12956734.0,0.0557
1.7739,12641681.0,0.0638
1.7733,12599373.0,0.0649
1.7714,12594211.0,0.0707
1.7681,12577701.0,0.0802
1.7707,12631855.0,0.0818
1.7722,12664312.0,0.0827
1.7791,12796002.0,0.0869
1.7847,12826593.0,0.0869
1.7873,12842030.0,0.087
1.7941,12882920.0,0.0871
1.7989,12828372.0,0.0861
1.8048,12788223.0,0.0849
1.8065,12776756.0,0.0846
1.8143,12713700.0,0.0838
1.8268,12652183.0,0.0824
1.8282,12647273.0,0.0823
1.8299,12641456.0,0.0822
1.835,12617025.0,0.08199999999999999
1.8256,12688513.0,0.0808
1.8229,12696331.0,0.0805
1.81,12733549.0,0.0789
1.8077,12900198.0,0.0755
1.8049,13040287.0,0.0718
1.8036,13108937.0,0.0701
1.7975,13232279.0,0.0651
1.7871,13440693.0,0.057
1.7869,13434288.0,0.0564
1.7866,13418797.0,0.0549
1.7857,13439745.0,0.0514
1.79,13316369.0,0.0543
1.7905,13304093.0,0.0547
1.7969,13149387.0,0.0591
1.8028,13045068.0,0.0629
1.8082,12942064.0,0.0666
1.8122,12866913.0,0.0693
1.8005,12869519.0,0.0707
1.7811,12840992.0,0.073
1.7814,12840569.0,0.073
1.7837,12837331.0,0.0723
1.788,12834061.0,0.0712
1.7973,12806182.0,0.0706
1.7978,12804794.0,0.0705
1.8138,12764848.0,0.0694
1.8062,12681265.0,0.0709
1.8003,12619548.0,0.0722
1.7938,12551559.0,0.0735
1.8066,12489805.0,0.0765
1.8269,12379226.0,0.0812
1.8274,12376477.0,0.0814
1.8108,12316090.0,0.0843
1.7837,12216716.0,0.0891
1.7816,12172381.0,0.0908
1.7811,12160350.0,0.0912
1.7768,12076752.0,0.0948
1.7765,12040649.0,0.0974
1.7764,12024051.0,0.099
1.7761,11996158.0,0.1018
1.7788,11998547.0,0.1027
1.7827,12012898.0,0.10400000000000001
1.7833,12014990.0,0.1042
1.7868,12046687.0,0.1025
1.7925,12093185.0,0.0997
1.794,12118486.0,0.0974
1.7949,12134042.0,0.096
1.7988,12193672.0,0.0899
1.8013,12214638.0,0.0855
1.8024,12231057.0,0.0835
1.8054,12275429.0,0.0783
1.805,12274742.0,0.0763
1.8044,12329376.0,0.0738
1.8042,12345390.0,0.073
1.8013,12420572.0,0.0733
1.7964,12577317.0,0.0739
1.7925,12676339.0,0.0733
1.7878,12797346.0,0.0726
1.7731,13112844.0,0.0704
1.7685,13275578.0,0.0685
1.7672,13309000.0,0.0679
1.7672,13309160.0,0.0679
1.7608,13476026.0,0.0652
1.7559,13476397.0,0.0644
1.7505,13461494.0,0.0635
1.7479,13454216.0,0.063
1.7457,13377575.0,0.0633
1.7422,13259645.0,0.0637
1.7427,13264626.0,0.0636
1.744,13277042.0,0.0633
1.7469,13310631.0,0.0626
1.7502,13441976.0,0.0611
1.7506,13458136.0,0.0609
1.7558,13682221.0,0.0586
1.7673,13867052.0,0.0558
1.7783,14041439.0,0.0533
1.7868,14175665.0,0.0513
1.7919,14249036.0,0.0495
1.8005,14347382.0,0.0466
1.8021,14338626.0,0.0467
1.8139,14274499.0,0.0474
1.8356,14156217.0,0.0487
1.844,14038780.0,0.0515
1.8445,14032117.0,0.0517
1.8587,13863428.0,0.0565
1.8288,13769483.0,0.0606
1.8059,13699408.0,0.0638
1.7803,13621085.0,0.0673
1.7979,13614550.0,0.0718
1.8259999999999998,13546097.0,0.0789
1.8268,13544047.0,0.0791
1.8301,13453076.0,0.08199999999999999
1.8355,13267370.0,0.0867
1.8486,13175476.0,0.0869
1.8523,13149581.0,0.087
1.8796,12977102.0,0.0875
1.865,12812387.0,0.0873
1.8562,12734030.0,0.0871
1.8415,12601580.0,0.0869
1.8330000000000002,12454724.0,0.0863
1.8212,12277678.0,0.0856
1.8195,12251743.0,0.0854
1.8123,12213277.0,0.084
1.8006,12139062.0,0.0817
1.8061,12148355.0,0.0808
1.8096,12154250.0,0.0802
1.8244,12142825.0,0.0776
1.8219,12156691.0,0.078
1.8208,12157745.0,0.0781
1.8177,12160683.0,0.0786
1.8219999999999998,12172358.0,0.0808
1.8274,12208207.0,0.0836
1.8291,12219023.0,0.0845
1.8177,12221171.0,0.0873
1.7989,12296229.0,0.0919
1.7993,12291317.0,0.0928
1.7999,12285213.0,0.094
1.8017,12309190.0,0.0973
1.7947,12319517.0,0.0974
1.7927,12317884.0,0.0974
1.7832,12309813.0,0.0975
1.7764,12324416.0,0.0961
1.7690000000000001,12302079.0,0.0945
1.7653,12291000.0,0.0937
1.7622,12289355.0,0.0925
1.7571,12279786.0,0.0905
1.7574,12288592.0,0.0903
1.7584,12311283.0,0.0899
1.7605,12387025.0,0.0889
1.7639,12466018.0,0.0888
1.7643,12473736.0,0.0888
1.7696,12587532.0,0.0887
1.7691,12663134.0,0.0886
1.7687,12711277.0,0.0884
1.7683,12748493.0,0.0883
1.761,12760229.0,0.0869
1.7488,12743853.0,0.0847
1.7482,12744353.0,0.0845
1.7431,12748235.0,0.0836
1.7334,12750816.0,0.0819
1.7318,12763002.0,0.0835
1.7317,12763807.0,0.0836
1.7289,12811521.0,0.0865
1.7318,12840662.0,0.0895
1.734,12892320.0,0.0919
1.7366,12952137.0,0.0946
1.7496,13058505.0,0.0956
1.7706,13278318.0,0.0971
1.7713,13285894.0,0.0972
1.7855,13415969.0,0.094
1.8093,13618572.0,0.0887
1.8104,13675917.0,0.0853
1.8107,13692883.0,0.0843
1.8131,13753945.0,0.077
1.8111,13816749.0,0.0753
1.81,13842820.0,0.0742
1.8079,13888798.0,0.0724
1.8031,13878023.0,0.0731
1.7963,13889841.0,0.0741
1.7953,13891678.0,0.0742
1.7899,13819740.0,0.0759
1.7811,13747857.0,0.0786
1.7803,13710092.0,0.0785
1.7798,13685621.0,0.0784
1.7777,13595376.0,0.078
1.7734,13580351.0,0.076
1.7716,13568740.0,0.0751
1.7665,13536372.0,0.0727
1.7662,13593334.0,0.0708
1.7658,13637000.0,0.0684
1.7657,13650493.0,0.0677
1.7727,13715348.0,0.0664
1.7844,13787677.0,0.0642
1.7886,13781765.0,0.0639
1.794,13774227.0,0.0636
1.81,13738762.0,0.0626
1.8113,13602751.0,0.0639
1.8117,13570475.0,0.0643
1.8135,13404424.0,0.0662
1.8192,13289171.0,0.0696
1.8253,13187120.0,0.0734
1.8284,13135944.0,0.0753
1.8251,13055816.0,0.0774
1.8197,12948437.0,0.0809
1.8189,12938305.0,0.08
1.8168,12911470.0,0.0777
1.8119999999999998,12862188.0,0.0723
1.8124,12854515.0,0.0657
1.8125,12854677.0,0.0651
1.8132,12857139.0,0.0549
1.8024,12826252.0,0.0504
1.7925,12804486.0,0.0463
1.7849,12787655.0,0.0432
1.7715,12864791.0,0.0416
1.7492,12976135.0,0.0391
1.7494,13001044.0,0.0393
1.7507,13215750.0,0.0407
1.7534,13614932.0,0.0433
1.7614,13922221.0,0.046
1.7619999999999998,13945160.0,0.0461
1.7772,14531763.0,0.0508
1.7909,14782989.0,0.0521
1.8016,14988519.0,0.053
1.8144,15235367.0,0.0541
1.8299,15390888.0,0.0526
1.855,15618037.0,0.0502
1.8559999999999999,15626869.0,0.0501
1.8512,15674339.0,0.0469
1.8434,15646758.0,0.0416
1.8265,15492952.0,0.0407
1.8214,15446263.0,0.0404
1.7861,15031646.0,0.0384
1.7858,14764917.0,0.044000000000000004
1.7856,14601112.0,0.0473
1.7852,14314786.0,0.0531
1.7732,13847024.0,0.0632
1.7572,13268754.0,0.0774
1.7548,13179588.0,0.0797
1.7412,12759217.0,0.0865
1.7204,12172955.0,0.0978
1.7314,12100572.0,0.0999
1.7386,12052411.0,0.1013
1.768,11884856.0,0.1071
1.7752,11878307.0,0.1082
1.7782,11878113.0,0.1087
1.787,11877571.0,0.11
1.7904,11906916.0,0.1101
1.7947,11955463.0,0.1102
1.7961,11970820.0,0.1102
1.8005,12027768.0,0.1103
1.8077,12143122.0,0.1105
1.8065,12172650.0,0.1102
1.8049,12211597.0,0.1099
1.8001,12332295.0,0.1087
1.8059,12395172.0,0.1068
1.8075,12409106.0,0.1063
1.8157,12484199.0,0.1037
1.8131,12488350.0,0.1024
1.8104,12481307.0,0.10099999999999999
1.8090000000000002,12477623.0,0.1003
1.8003,12379636.0,0.0998
1.7862,12212663.0,0.0989
1.7852,12189654.0,0.0988
1.7824,12126334.0,0.0986
1.7762,11984690.0,0.0981
1.7727,11934201.0,0.0981
1.7724,11929106.0,0.0981
1.7669,11843143.0,0.0982
1.7698,11849248.0,0.0997
1.7724,11851139.0,0.1011
1.7745,11852579.0,0.1022
1.7749,11851105.0,0.1053
1.7757,11851884.0,0.1105
1.7753,11848278.0,0.1107
1.7714,11815278.0,0.1131
1.7644,11768572.0,0.1174
1.7616,11721160.0,0.1179
1.7613,11717330.0,0.1179
1.7564,11648410.0,0.1189
1.7555,11613427.0,0.1182
1.7548,11590063.0,0.1177
1.754,11562391.0,0.1171
1.7607,11590875.0,0.1165
1.7714,11641555.0,0.1156
1.7719,11643737.0,0.1156
1.7848,11740524.0,0.1151
1.8064,11910040.0,0.1143
1.8197,11973706.0,0.1125
1.8239,11994078.0,0.1119
1.8532,12138390.0,0.10800000000000001
1.8498,12242039.0,0.1042
1.8478,12299330.0,0.102
1.8441,12404547.0,0.098
1.8497,12478554.0,0.0957
1.8577,12570760.0,0.0926
1.859,12586242.0,0.092
1.8498,12570174.0,0.0922
1.8347,12530304.0,0.0925
1.8277,12484521.0,0.0944
1.8228,12453141.0,0.0957
1.8036,12319262.0,0.1009
1.7841,12227212.0,0.1057
1.776,12186746.0,0.1076
1.7525,12069121.0,0.1135
1.7477,11968948.0,0.1179
1.7419,11846447.0,0.1233
1.74,11807386.0,0.125
1.7409,11739533.0,0.1278
1.7422,11637533.0,0.1324
1.7429,11630725.0,0.133
1.744,11621470.0,0.1338
1.7469,11599674.0,0.1361
1.7463,11595026.0,0.1368
1.7462,11592777.0,0.13699999999999998
1.7454,11580132.0,0.1381
1.7453,11573400.0,0.1389
1.7452,11564218.0,0.1397
1.7451,11559371.0,0.1401
1.7474,11558590.0,0.1407
1.7511,11566302.0,0.1416
1.7514,11562780.0,0.1415
1.7522,11552704.0,0.1413
1.7539,11545754.0,0.1407
1.7566,11545506.0,0.1393
1.7569,11545769.0,0.1392
1.7612,11550366.0,0.1371
1.7614,11544213.0,0.1355
1.7617,11535120.0,0.134
1.7619,11527773.0,0.1328
1.761,11502958.0,0.1321
1.7596,11460335.0,0.1309
1.7605,11456870.0,0.131
1.7693,11422775.0,0.132
1.7852,11373152.0,0.1337
1.7785,11363338.0,0.1352
1.7779,11362451.0,0.1353
1.766,11355717.0,0.138
1.7702,11406856.0,0.138
1.7733,11449964.0,0.138
1.7771,11502449.0,0.138
1.7767,11543107.0,0.1359
1.7762,11642821.0,0.1327
1.7761,11647589.0,0.1325
1.7793,11767425.0,0.1283
1.7847,12020766.0,0.1212
1.7848,12237080.0,0.1158
1.7849,12309928.0,0.114
1.7852,12800314.0,0.1021
1.7879,13221574.0,0.0933
1.7895,13451519.0,0.0882
1.7927,13896443.0,0.0789
1.784,14197906.0,0.0722
1.7711,14552514.0,0.0627
1.7689,14615471.0,0.0611
1.7705,14711349.0,0.0568
1.7733,14821718.0,0.0498
1.7726,14702960.0,0.0492
1.7721,14619418.0,0.0487
1.77,14275863.0,0.0468
1.7778,13909613.0,0.0488
1.7809,13780736.0,0.0496
1.7898,13406540.0,0.0521
1.8008,13122704.0,0.057
1.8137,12876937.0,0.0631
1.8178,12798375.0,0.0652
1.8127,12643492.0,0.0722
1.8047,12455888.0,0.0839
1.7988,12476685.0,0.0863
1.7907,12505568.0,0.0897
1.7679,12531159.0,0.0993
1.7684,12703456.0,0.0982
1.7685,12729666.0,0.0979
1.7692,12882263.0,0.0964
1.7636,13063039.0,0.0893
1.7575,13216181.0,0.0816
1.7541,13300614.0,0.0775
1.7618,13391467.0,0.0732
1.775,13526396.0,0.0661
1.7776,13501846.0,0.0664
1.7853,13428894.0,0.0675
1.8022,13286068.0,0.0698
1.8098,13071401.0,0.0754
1.8104,13057053.0,0.0758
1.8221,12773372.0,0.0845
1.8216,12567436.0,0.0918
1.8212,12409790.0,0.0983
1.8208,12283291.0,0.1037
1.8095,12145454.0,0.1095
1.7913,11945360.0,0.1191
1.7915,11940491.0,0.1193
1.7938,11888399.0,0.1213
1.7977,11792656.0,0.1249
1.7874,11800370.0,0.1243
1.7864,11801122.0,0.1242
1.7676,11802683.0,0.1232
1.7689,11802451.0,0.1219
1.7699,11798695.0,0.1209
1.771,11794101.0,0.1197
1.7727,11750490.0,0.1192
1.7753,11683856.0,0.1183
1.7755,11680395.0,0.1183
1.7794,11608922.0,0.1195
1.7858,11503019.0,0.1215
1.7853,11447192.0,0.1226
1.7851,11428164.0,0.1229
1.7839,11306662.0,0.1253
1.7808,11281128.0,0.1247
1.7790000000000001,11263256.0,0.1245
1.7756,11229667.0,0.1239
1.7752,11239712.0,0.1227
1.7746,11255979.0,0.121
1.7745,11258879.0,0.1206
1.7767,11274461.0,0.1201
1.7805,11315086.0,0.1191
1.7843,11326439.0,0.1198
1.787,11334718.0,0.1202
1.7979,11377775.0,0.1221
1.796,11360501.0,0.124
1.7952,11352049.0,0.1247
1.7929,11326270.0,0.1271
1.7891,11305507.0,0.1279
1.7845,11269683.0,0.1288
1.7829,11257617.0,0.1292
1.7785,11226279.0,0.129
1.7713,11165429.0,0.1286
1.7719999999999998,11165338.0,0.1287
1.7730000000000001,11165193.0,0.1289
1.7758,11166794.0,0.1295
1.7777,11146425.0,0.1303
1.7782,11144225.0,0.1305
1.7809,11131318.0,0.1316
1.7838,11139336.0,0.1317
1.7869,11165416.0,0.1317
1.7886,11179721.0,0.1318
1.7773,11212396.0,0.131
1.7585,11278021.0,0.1298
1.7567,11282330.0,0.1293
1.7512,11295640.0,0.1278
1.7393,11307919.0,0.1245
1.7335,11354735.0,0.1219
1.7331,11357207.0,0.1217
1.7239,11412734.0,0.1175
1.719,11421243.0,0.1153
1.7146,11426277.0,0.1134
1.7108,11430459.0,0.1118
1.7086,11397984.0,0.111
1.7049,11346921.0,0.1097
1.7053,11345867.0,0.1096
1.7101,11333274.0,0.1092
1.7186,11290508.0,0.1084
1.7274,11293787.0,0.1079
1.7283,11294128.0,0.1078
1.7443,11277676.0,0.1068
1.7484,11232568.0,0.1075
1.7515,11197322.0,0.1081
1.7552,11153321.0,0.1088
1.7638,11148381.0,0.1126
1.7773,11161864.0,0.1185
1.7781,11162616.0,0.1188
1.7757,11117525.0,0.1245
1.7718,11065230.0,0.1338
1.7702,11042380.0,0.1363
1.7696,11034266.0,0.1372
1.7661,10992067.0,0.1428
1.7644,10968964.0,0.1441
1.7634,10957125.0,0.1448
1.7615,10934532.0,0.1463
1.7619,10940661.0,0.1467
1.7624,10951293.0,0.1473
1.7625,10953219.0,0.1474
1.7703,10989612.0,0.1473
1.7831,11055528.0,0.147
1.7838,11066883.0,0.1466
1.7843,11075473.0,0.1462
1.7863,11103048.0,0.1449
1.7899,11129572.0,0.1446
1.7914,11140282.0,0.1444
1.7959,11173958.0,0.1439
1.7956,11191428.0,0.14300000000000002
1.7952,11218112.0,0.1419
1.795,11227297.0,0.1415
1.7919999999999998,11264717.0,0.1385
1.7869,11343114.0,0.1336
1.79,11371348.0,0.1319
1.7947,11413098.0,0.1294
1.8078,11541926.0,0.1225
1.8091,11608629.0,0.1192
1.8095,11623607.0,0.1184
1.8114,11716161.0,0.1137
1.8116,11762880.0,0.1107
1.8118,11807162.0,0.1076
1.8119,11831917.0,0.1058
1.7997,11877098.0,0.1026
1.7796,11967884.0,0.0973
1.7778,11981225.0,0.0963
1.7721,12024119.0,0.0928
1.7599,12133274.0,0.0853
1.7555,12204480.0,0.0801
1.7552,12207599.0,0.0798
1.7482,12285128.0,0.0715
1.7389,12376613.0,0.0677
1.7305,12418398.0,0.0644
1.7234,12454162.0,0.0615
1.7161,12559224.0,0.0602
1.7038,12715679.0,0.057999999999999996
1.7038,12715931.0,0.0582
1.7044,12719519.0,0.0607
1.7054,12761382.0,0.0652
1.7133,12687890.0,0.0699
1.7143,12679513.0,0.0704
1.7287,12577563.0,0.079
1.7372,12540738.0,0.0828
1.7433,12516766.0,0.0856
1.7511,12486396.0,0.0892
1.7455,12540907.0,0.08900000000000001
1.7369,12661072.0,0.0886
1.7363,12668532.0,0.0886
1.7355,12717282.0,0.0852
1.7341,12818284.0,0.0796
1.736,12839527.0,0.0765
1.7366,12847366.0,0.0753
1.7408,12866153.0,0.0682
1.7380000000000002,12952004.0,0.0638
1.7365,12982505.0,0.0614
1.7334,13042653.0,0.0566
1.7279,13169911.0,0.0525
1.7202,13361714.0,0.0467
1.7187,13398742.0,0.0457
1.7229,13521795.0,0.0443
1.7301,13769826.0,0.042
1.7383,13835188.0,0.0443
1.7448,13886051.0,0.0462
1.7695,14086120.0,0.0531
1.7838,14026090.0,0.0597
1.7893,13993029.0,0.0623
1.8069,13887685.0,0.0707
1.8062,13820396.0,0.0736
1.8055,13711472.0,0.0771
1.8052,13673354.0,0.0783
1.8108,13642642.0,0.0776
1.82,13602943.0,0.0763
1.8208,13598886.0,0.0766
1.8219,13592774.0,0.077
1.8249,13598768.0,0.078
1.8277,13580928.0,0.0798
1.8283,13573419.0,0.0802
1.8323,13525729.0,0.0826
1.8315,13570119.0,0.0852
1.8306,13587760.0,0.0878
1.8301,13597869.0,0.0893
1.8264,13632937.0,0.0925
1.8202,13701569.0,0.0978
1.819,13683766.0,0.0985
1.8151,13624522.0,0.1007
1.8068,13563390.0,0.1055
1.7974,13463598.0,0.105
1.7968,13457407.0,0.1049
1.7822,13286627.0,0.10400000000000001
1.7704,13194769.0,0.0994
1.7601,13082594.0,0.0954
1.7513,12986780.0,0.0919
1.7284,12897226.0,0.0884
1.6912,12751523.0,0.0825
1.6908,12740391.0,0.0825
1.6857,12578947.0,0.0826
1.6769,12381144.0,0.0827
1.6917,12166554.0,0.0854
1.6935,12140636.0,0.0858
1.7195,11777700.0,0.0909
1.7348,11585302.0,0.0932
1.7454,11431446.0,0.0948
1.7588,11237544.0,0.09699999999999999
1.7493,11225117.0,0.0959
1.7347,11193076.0,0.0943
1.7337,11190920.0,0.0942
1.7464,11336489.0,0.0926
1.7682,11614426.0,0.09
1.7779,11710870.0,0.0927
1.7817,11748151.0,0.0937
1.8046,11983018.0,0.0997
1.8131,11997111.0,0.1063
1.8178,12001966.0,0.11
1.8271,12011671.0,0.1172
1.8381,11951343.0,0.1218
1.8532,11869372.0,0.1281
1.8561,11853434.0,0.1293
1.8418,11808534.0,0.1318
1.8184,11744359.0,0.1357
1.8123,11772637.0,0.1349
1.8073,11795263.0,0.1342
1.7887,11864776.0,0.1317
1.7863,11865408.0,0.1278
1.7854,11862782.0,0.1263
1.7823,11854138.0,0.1213
1.7769,11754261.0,0.1191
1.7705,11639145.0,0.1165
1.7682,11598103.0,0.1156
1.7642,11457623.0,0.1174
1.7578,11251223.0,0.1203
1.7579,11209059.0,0.1215
1.7582,11143817.0,0.1232
1.7589,10984975.0,0.128
1.7649,10979947.0,0.1305
1.7662,10979309.0,0.1311
1.7747,10975031.0,0.1347
1.7729,10978325.0,0.1356
1.7711,10978007.0,0.1365
1.77,10977847.0,0.13699999999999998
1.7673,10968252.0,0.1354
1.7628,10940836.0,0.1328
1.7633,10928146.0,0.1323
1.7648,10884379.0,0.1303
1.7681,10793451.0,0.1261
1.7586,10740896.0,0.1253
1.7581,10738054.0,0.1252
1.7432,10647780.0,0.1239
1.7408,10590375.0,0.1258
1.7388,10539185.0,0.1273
1.7371,10494599.0,0.1288
1.7409,10449418.0,0.1321
1.7469999999999999,10385281.0,0.1375
1.7468,10384841.0,0.1377
1.7424,10377696.0,0.1403
1.7348,10390483.0,0.1447
1.7359,10425621.0,0.1458
1.7361,10430275.0,0.146
1.7383,10513948.0,0.14800000000000002
1.7438,10601022.0,0.14800000000000002
1.7477,10656598.0,0.14800000000000002
1.7529,10730691.0,0.1481
1.7536,10760952.0,0.1475
1.7548,10784431.0,0.1466
1.7549,10786096.0,0.1465
1.7602,10780900.0,0.1452
1.7688,10762763.0,0.1431
1.7684,10733261.0,0.1419
1.7682,10721615.0,0.1414
1.7671,10661219.0,0.1385
1.7659,10637883.0,0.1368
1.7653,10626863.0,0.1358
1.764,10604486.0,0.1339
1.7673,10633937.0,0.1324
1.7719,10672935.0,0.1303
1.7728,10680875.0,0.1299
1.7763,10716434.0,0.129
1.7822,10776344.0,0.1275
1.7848,10792334.0,0.1273
1.7868,10805472.0,0.1271
1.7945,10867304.0,0.1265
1.7966,10892912.0,0.1271
1.7974,10906868.0,0.1273
1.8002,10954142.0,0.1281
1.7941,11046753.0,0.129
1.7866,11164169.0,0.1302
1.7838,11207905.0,0.1307
1.7788,11276605.0,0.1296
1.7705,11364921.0,0.1278
1.7697,11362980.0,0.1269
1.7684,11359931.0,0.1255
1.7651,11323778.0,0.1215
1.7566,11222505.0,0.1212
1.7548,11200010.0,0.1211
1.7429,11048100.0,0.1206
1.7409,10968127.0,0.1234
1.7389,10887596.0,0.1264
1.7377,10840642.0,0.1281
1.7397,10762702.0,0.131
1.7429,10635258.0,0.1358
1.7427,10622731.0,0.1361
1.7421,10577616.0,0.1369
1.7409,10491512.0,0.1386
1.7442,10485558.0,0.1387
1.7444,10485880.0,0.1387
1.7497,10498612.0,0.139
1.7504,10497070.0,0.1389
1.7511,10501968.0,0.1388
1.7517,10506330.0,0.1387
1.7486,10517917.0,0.1376
1.7435,10536997.0,0.1358
1.7436,10538236.0,0.1357
1.7456,10561943.0,0.1333
1.7492,10586725.0,0.1291
1.7463,10559724.0,0.1272
1.7459,10555927.0,0.127
1.7405,10504598.0,0.1234
1.7403,10488128.0,0.12300000000000001
1.7403,10480023.0,0.1227
1.7401,10469136.0,0.1223
1.7428,10458922.0,0.1234
1.7468,10450738.0,0.1252
1.7471,10450125.0,0.1253
1.7503,10478024.0,0.1266
1.7555,10516706.0,0.1288
1.7587,10544008.0,0.1289
1.7599,10555243.0,0.1289
1.7672,10602537.0,0.1291
1.7696,10619613.0,0.1285
1.7709,10626493.0,0.1282
1.7737,10640818.0,0.1275
1.7716,10606056.0,0.1274
1.7687,10562711.0,0.1272
1.7681,10553742.0,0.1272
1.7717,10480490.0,0.1285
1.7776,10368535.0,0.1307
1.7729,10327650.0,0.1318
1.7690000000000001,10293468.0,0.1327
1.7551,10174253.0,0.136
1.7476,10112183.0,0.1361
1.7449,10089295.0,0.1361
1.7355,10011078.0,0.1363
1.7359,10041731.0,0.1317
1.7363,10079954.0,0.1261
1.7365,10094416.0,0.1241
1.7346,10103998.0,0.1154
1.7315,10114101.0,0.1013
1.7322,10113577.0,0.0994
1.7333,10112775.0,0.0963
1.7362,10104675.0,0.0882
1.7372,10078973.0,0.08900000000000001
1.7374,10074185.0,0.0892
1.7387,10040234.0,0.0904
1.7398,10033962.0,0.0915
1.7409,10034113.0,0.0925
1.7416,10034171.0,0.0932
1.7411,10046746.0,0.0926
1.7405,10078861.0,0.0917
1.7388,10083420.0,0.0916
1.7326,10100518.0,0.0912
1.7196,10156826.0,0.0904
1.7266,10197389.0,0.092
1.7268,10199736.0,0.0921
1.7381,10303989.0,0.0947
1.7384,10337335.0,0.0963
1.7386,10390240.0,0.0977
1.7388,10438192.0,0.0989
1.7447,10561660.0,0.0965
1.7545,10761483.0,0.0924
1.7537,10768795.0,0.0922
1.736,10932761.0,0.0874
1.7047,11134962.0,0.0791
1.7059,11396001.0,0.0752
1.7061,11436197.0,0.0746
1.7087,11885094.0,0.0672
1.7135,12126084.0,0.0687
1.7169,12289561.0,0.0698
1.7218,12521523.0,0.0712
1.7205,12516940.0,0.0778
1.7186,12546954.0,0.0877
1.7184,12549416.0,0.0886
1.7245,12368912.0,0.0923
1.7341,12125669.0,0.0985
1.7311,11978329.0,0.0984
1.7298,11917098.0,0.0983
1.7231,11611914.0,0.098
1.7235,11609239.0,0.0941
1.7237,11612054.0,0.092
1.7241,11617998.0,0.0877
1.7275,11791262.0,0.0823
1.7323,12004945.0,0.075
1.7333,12051703.0,0.0735
1.7284,12103207.0,0.068
1.7204,12138071.0,0.0589
1.7168,12054839.0,0.0572
1.7138,11983622.0,0.0557
1.7032,11718086.0,0.0505
1.6898,11395607.0,0.0521
1.6852,11289182.0,0.0527
1.6692,10927033.0,0.0548
1.6747,10817555.0,0.0574
1.6811,10715867.0,0.0605
1.6835,10677355.0,0.0617
1.686,10799603.0,0.0642
1.6903,10997140.0,0.0684
1.6968,11075013.0,0.069
1.7079,11210487.0,0.07
1.7384,11529125.0,0.0728
1.7436,11567995.0,0.0758
1.7446,11574776.0,0.0764
1.7522,11625368.0,0.0808
1.7576,11563005.0,0.0872
1.7632,11526739.0,0.0938
1.7665,11504701.0,0.0978
1.7711,11336412.0,0.10400000000000001
1.7783,11129810.0,0.1143
1.7774,11119554.0,0.1151
1.7737,11079548.0,0.1185
1.7663,11016037.0,0.1256
1.7665,11114699.0,0.1248
1.7665,11117553.0,0.1248
1.7667,11278357.0,0.1236
1.7554,11442712.0,0.1167
1.7456,11569638.0,0.1109
1.7363,11689032.0,0.1054
1.733,11877068.0,0.0989
1.7275,12137700.0,0.0882
1.7278,12140530.0,0.0882
1.7379,12215699.0,0.0864
1.7554,12315196.0,0.0835
1.7725,12252728.0,0.084
1.7752,12242795.0,0.0841
1.8075,12143387.0,0.0852
1.8078,11976621.0,0.0856
1.8081,11880684.0,0.0859
1.8084,11749946.0,0.0864
1.7929,11602559.0,0.0859
1.7703,11412665.0,0.0853
1.7684,11396648.0,0.0852
1.7762,11360421.0,0.0848
1.7890000000000001,11352732.0,0.0841
1.798,11421454.0,0.0839
1.8019999999999998,11451596.0,0.0838
1.8236,11638980.0,0.0833
1.8099,11928998.0,0.0806
1.8025,12068406.0,0.0791
1.7862,12378269.0,0.076
1.7726,12542999.0,0.0704
1.7537,12691922.0,0.063
1.7495,12725303.0,0.0613
1.7485,12624156.0,0.0577
1.7469999999999999,12403608.0,0.0517
1.7437,12275107.0,0.0524
1.7409,12162456.0,0.0531
1.7314,11790153.0,0.0555
1.7247,11535976.0,0.0607
1.7224,11455433.0,0.0625
1.7142,11171222.0,0.0693
1.7089,11096129.0,0.0756
1.7027,11034571.0,0.083
1.7003,11010583.0,0.086
1.7083,11081655.0,0.0883
1.7217,11219257.0,0.0921
1.7231,11234907.0,0.0911
1.7256,11262541.0,0.0894
1.732,11322232.0,0.0849
1.7356,11338354.0,0.0826
1.7363,11340926.0,0.0821
1.7417,11360750.0,0.0787
1.7392,11280131.0,0.0772
1.7367,11203725.0,0.0756
1.7352,11156791.0,0.0747
1.7341,11073409.0,0.0737
1.7324,10940026.0,0.0722
1.7325,10938169.0,0.07200000000000001
1.7329,10930510.0,0.0716
1.7337,10892824.0,0.0706
1.7392,10848681.0,0.0713
